activity_datetime,user_id,unit_id,unit_type,day_completion_percentage,overall_completion_percentage
2022-02-27 13:44:49,user_5,unit_145,PRACTICE,100,100
2022-02-20 12:40:49,user_5,unit_146,QUESTION_SET,100,100
2022-02-10 13:44:35,user_5,unit_147,QUESTION_SET,50,50
2022-02-19 19:03:01,user_49,unit_47,LEARNING_SET,100,100
2022-02-19 19:24:57,user_49,unit_50,LEARNING_SET,100,100
2022-02-19 19:32:39,user_49,unit_51,PRACTICE,100,100
2022-02-20 18:28:07,user_49,unit_52,LEARNING_SET,100,100
2022-02-20 18:32:57,user_49,unit_53,LEARNING_SET,100,100
2022-02-20 18:43:16,user_49,unit_54,PRACTICE,100,100
2022-02-21 12:26:15,user_49,unit_56,QUESTION_SET,100,100
2022-02-28 0:48:03,user_5,unit_147,QUESTION_SET,50,100
2022-02-22 11:18:27,user_49,unit_57,QUESTION_SET,100,100
2022-02-16 1:38:05,user_5,unit_148,QUESTION_SET,100,100
2022-02-15 2:44:18,user_5,unit_149,QUESTION_SET,100,100
2022-03-05 19:03:38,user_5,unit_150,QUESTION_SET,100,100
2022-02-23 6:54:57,user_5,unit_151,QUESTION_SET,100,100
2022-02-22 7:45:22,user_5,unit_152,QUESTION_SET,100,100
2022-02-23 18:48:27,user_49,unit_153,LEARNING_SET,100,100
2022-02-24 18:50:51,user_49,unit_5,LEARNING_SET,150,150
2022-02-08 0:55:40,user_5,unit_154,EXAM,100,100
2022-03-03 1:18:42,user_5,unit_155,EXAM,100,100
2022-02-13 4:11:40,user_5,unit_156,QUESTION_SET,100,100
2022-02-18 5:47:17,user_5,unit_157,EXAM,100,100
2022-03-02 5:57:14,user_5,unit_158,EXAM,100,100
2022-03-06 12:27:13,user_5,unit_159,LEARNING_SET,100,100
2022-03-08 12:51:57,user_5,unit_42,LEARNING_SET,100,100
2022-02-24 13:03:19,user_5,unit_160,PRACTICE,100,100
2022-02-26 10:28:45,user_49,unit_58,QUESTION_SET,100,100
2022-02-05 3:46:26,user_5,unit_161,EXAM,100,100
2022-02-17 5:47:25,user_5,unit_162,EXAM,100,100
2022-02-27 18:46:47,user_49,unit_55,LEARNING_SET,100,100
2022-02-27 18:52:17,user_49,unit_59,LEARNING_SET,100,100
2022-02-27 18:58:26,user_49,unit_60,PRACTICE,100,100
2022-03-04 11:30:20,user_5,unit_163,LEARNING_SET,5,100
2022-02-28 18:45:16,user_49,unit_61,LEARNING_SET,100,100
2022-02-28 18:50:41,user_49,unit_62,LEARNING_SET,100,100
2022-02-28 18:57:47,user_49,unit_63,PRACTICE,100,100
2022-02-14 0:49:15,user_5,unit_163,LEARNING_SET,95,95
2022-02-26 0:51:38,user_5,unit_164,LEARNING_SET,100,100
2022-02-03 0:54:52,user_5,unit_165,PRACTICE,100,100
2022-02-25 2:58:19,user_5,unit_166,LEARNING_SET,100,100
2022-02-11 2:59:16,user_5,unit_167,LEARNING_SET,100,100
2022-02-21 3:00:16,user_5,unit_168,PRACTICE,100,100
2022-03-05 5:01:02,user_5,unit_169,LEARNING_SET,100,100
2022-03-10 5:04:24,user_5,unit_170,LEARNING_SET,100,100
2022-02-07 5:12:22,user_5,unit_171,PRACTICE,100,100
2022-02-04 5:32:29,user_5,unit_172,PRACTICE,100,100
2022-03-09 12:19:51,user_5,unit_173,LEARNING_SET,20,100
2022-03-02 18:09:48,user_49,unit_64,LEARNING_SET,100,100
2022-03-02 18:52:08,user_49,unit_174,LEARNING_SET,100,100
2022-02-06 8:59:45,user_5,unit_173,LEARNING_SET,50,50
2022-03-07 20:53:04,user_5,unit_175,LEARNING_SET,100,100
2022-03-01 21:06:53,user_5,unit_176,PRACTICE,100,100
2022-02-09 21:45:32,user_5,unit_173,LEARNING_SET,30,80
2022-02-19 12:50:20,user_5,unit_177,LEARNING_SET,40,40
2022-02-12 13:19:12,user_5,unit_35,LEARNING_SET,100,100
2022-03-02 13:24:10,user_5,unit_178,PRACTICE,100,100
2022-02-19 13:26:33,user_5,unit_179,PRACTICE,100,100
2022-02-12 13:28:04,user_5,unit_180,PRACTICE,100,100
2022-02-22 13:47:17,user_5,unit_181,LEARNING_SET,100,100
2022-03-08 13:53:02,user_5,unit_182,PRACTICE,100,100
2022-02-21 13:54:52,user_5,unit_183,LEARNING_SET,5,5
2022-03-05 18:33:14,user_49,unit_65,LEARNING_SET,100,100
2022-03-05 18:43:11,user_49,unit_66,LEARNING_SET,100,100
2022-03-05 18:49:43,user_49,unit_67,PRACTICE,100,100
2022-02-23 9:47:41,user_5,unit_183,LEARNING_SET,95,100
2022-02-14 9:48:35,user_5,unit_184,LEARNING_SET,100,100
2022-03-03 10:00:04,user_5,unit_185,PRACTICE,100,100
2022-02-26 12:53:35,user_5,unit_186,LEARNING_SET,30,100
2022-03-06 10:26:18,user_49,unit_68,QUESTION_SET,100,100
2022-02-24 1:48:55,user_5,unit_186,LEARNING_SET,70,70
2022-02-09 1:51:50,user_5,unit_187,LEARNING_SET,100,100
2022-02-25 1:58:34,user_5,unit_188,PRACTICE,100,100
2022-02-11 3:38:17,user_5,unit_189,LEARNING_SET,60,100
2022-03-06 0:07:23,user_21,unit_22,LEARNING_SET,70,70
2022-03-08 12:22:45,user_49,unit_69,QUESTION_SET,100,100
2022-02-07 11:32:08,user_5,unit_189,LEARNING_SET,10,40
2022-02-06 12:22:26,user_5,unit_189,LEARNING_SET,30,30
2022-03-09 12:32:28,user_5,unit_190,LEARNING_SET,100,100
2022-02-27 13:34:22,user_5,unit_191,PRACTICE,100,100
2022-03-04 23:11:16,user_5,unit_192,LEARNING_SET,100,100
2022-03-05 23:23:48,user_5,unit_193,LEARNING_SET,100,100
2022-02-08 23:56:14,user_5,unit_194,PRACTICE,100,100
2022-02-28 1:41:22,user_5,unit_195,LEARNING_SET,5,70
2022-03-02 8:35:14,user_49,unit_13,LEARNING_SET,100,100
2022-02-10 6:52:14,user_5,unit_195,LEARNING_SET,65,65
2022-02-03 15:30:00,user_5,unit_196,QUESTION_SET,28.57,28.57
2022-02-20 23:19:43,user_5,unit_197,QUESTION_SET,100,100
2022-02-17 0:40:20,user_5,unit_198,PRACTICE,100,100
2022-03-06 2:21:50,user_5,unit_195,LEARNING_SET,30,100
2022-02-16 2:22:07,user_5,unit_199,LEARNING_SET,100,100
2022-02-18 2:23:40,user_5,unit_200,LEARNING_SET,100,100
2022-02-25 18:28:20,user_5,unit_201,LEARNING_SET,100,100
2022-02-08 6:56:37,user_49,unit_70,QUESTION_SET,100,100
2022-02-05 13:08:16,user_5,unit_202,LEARNING_SET,100,100
2022-02-15 13:44:09,user_5,unit_203,QUESTION_SET,14.29,85.72
2022-03-01 13:55:51,user_5,unit_204,QUESTION_SET,11.11,11.11
2022-02-13 14:33:14,user_5,unit_205,LEARNING_SET,100,100
2022-02-04 14:38:41,user_5,unit_206,LEARNING_SET,100,100
2022-03-07 3:38:38,user_5,unit_204,QUESTION_SET,88.89,100
2022-03-10 9:47:13,user_5,unit_196,QUESTION_SET,71.43,100
2022-03-01 13:21:18,user_5,unit_207,PRACTICE,100,100
2022-02-28 14:21:22,user_5,unit_208,LEARNING_SET,100,100
2022-02-21 14:22:58,user_5,unit_209,LEARNING_SET,100,100
2021-12-31 8:39:20,user_49,unit_36,LEARNING_SET,100,100
2022-02-27 8:46:15,user_49,unit_71,LEARNING_SET,100,100
2022-01-30 8:53:36,user_49,unit_72,PRACTICE,100,100
2021-11-22 8:34:00,user_49,unit_73,LEARNING_SET,100,100
2022-01-09 8:51:00,user_49,unit_74,LEARNING_SET,100,100
2021-10-26 8:57:07,user_49,unit_75,PRACTICE,100,100
2022-01-13 8:34:20,user_49,unit_35,LEARNING_SET,100,100
2021-12-04 8:40:01,user_49,unit_178,PRACTICE,100,100
2022-02-11 12:05:57,user_5,unit_210,LEARNING_SET,100,100
2022-02-18 12:10:09,user_5,unit_211,LEARNING_SET,100,100
2022-02-13 12:24:30,user_5,unit_212,PRACTICE,100,100
2022-02-05 12:28:47,user_5,unit_213,PRACTICE,100,100
2022-02-26 12:30:57,user_5,unit_214,LEARNING_SET,5,100
2022-01-02 8:29:58,user_49,unit_76,LEARNING_SET,100,100
2021-11-19 8:36:45,user_49,unit_78,PRACTICE,100,100
2022-03-05 12:11:54,user_5,unit_215,LEARNING_SET,50,50
2021-11-09 0:49:50,user_49,unit_80,QUESTION_SET,100,100
2022-02-19 4:01:32,user_5,unit_216,QUESTION_SET,10,50
2022-03-06 7:07:30,user_5,unit_215,LEARNING_SET,50,100
2022-03-02 7:11:52,user_5,unit_217,LEARNING_SET,10,100
2021-12-16 0:34:29,user_49,unit_79,QUESTION_SET,100,100
2022-03-04 15:16:37,user_5,unit_218,LEARNING_SET,100,100
2022-02-03 15:24:05,user_5,unit_219,PRACTICE,100,100
2022-02-12 15:35:45,user_5,unit_220,LEARNING_SET,100,100
2022-02-04 15:40:27,user_5,unit_221,EXAM,100,100
2022-02-24 8:37:12,user_49,unit_222,LEARNING_SET,100,100
2022-02-13 8:54:46,user_49,unit_223,PRACTICE,100,100
2022-02-06 1:48:50,user_5,unit_224,LEARNING_SET,100,100
2022-02-25 1:56:48,user_5,unit_225,EXAM,100,100
2022-02-14 2:00:32,user_5,unit_226,EXAM,100,100
2022-02-20 6:20:56,user_5,unit_227,LEARNING_SET,100,100
2022-02-24 6:44:35,user_5,unit_228,ASSIGNMENT,100,100
2022-03-08 7:25:17,user_5,unit_229,LEARNING_SET,100,100
2022-02-16 7:50:59,user_5,unit_230,EXAM,100,100
2022-02-17 7:53:34,user_5,unit_231,EXAM,100,100
2022-02-22 8:00:53,user_5,unit_232,LEARNING_SET,100,100
2021-11-16 8:21:33,user_49,unit_181,LEARNING_SET,100,100
2021-11-02 8:29:02,user_49,unit_182,PRACTICE,100,100
2022-02-23 0:59:05,user_5,unit_233,QUESTION_SET,14.29,71.43
2022-03-10 2:28:37,user_5,unit_234,LEARNING_SET,100,100
2022-02-15 3:22:52,user_5,unit_217,LEARNING_SET,90,90
2022-02-08 3:58:20,user_5,unit_235,PRACTICE,100,100
2022-02-10 6:28:23,user_5,unit_236,LEARNING_SET,100,100
2022-02-07 7:12:17,user_5,unit_237,LEARNING_SET,100,100
2022-03-03 7:37:05,user_5,unit_238,PRACTICE,100,100
2022-02-09 12:39:21,user_5,unit_214,LEARNING_SET,95,95
2022-02-02 13:02:38,user_5,unit_239,LEARNING_SET,100,100
2022-03-07 13:18:43,user_5,unit_240,PRACTICE,100,100
2022-03-10 8:20:14,user_49,unit_81,QUESTION_SET,50,100
2022-03-09 15:17:06,user_5,unit_241,LEARNING_SET,100,100
2022-01-09 1:19:16,user_49,unit_81,QUESTION_SET,50,50
2022-02-27 6:49:19,user_5,unit_177,LEARNING_SET,60,100
2021-11-13 8:30:44,user_49,unit_82,LEARNING_SET,100,100
2021-12-10 8:34:03,user_49,unit_83,LEARNING_SET,100,100
2021-10-24 8:39:22,user_49,unit_84,PRACTICE,100,100
2022-03-06 3:41:55,user_5,unit_242,LEARNING_SET,10,60
2021-11-11 8:34:11,user_49,unit_85,LEARNING_SET,100,100
2021-11-16 8:43:53,user_49,unit_86,LEARNING_SET,100,100
2022-02-24 1:20:24,user_49,unit_87,QUESTION_SET,100,100
2022-03-05 12:00:38,user_5,unit_243,LEARNING_SET,5,100
2021-10-28 9:26:12,user_49,unit_244,LEARNING_SET,100,100
