creation_datetime,user_id,unit_id,unit_type,rating
2022-03-31 19:53:32,user_18,unit_195,LEARNING_SET,5
2022-03-12 23:21:14,user_11,unit_82,LEARNING_SET,5
2022-03-27 19:48:57,user_44,unit_82,LEARNING_SET,5
2022-03-06 19:32:06,user_18,unit_82,LEARNING_SET,5
2022-02-07 11:08:39,user_4,unit_27,LEARNING_SET,5
2022-02-15 23:56:07,user_4,unit_28,LEARNING_SET,5
2022-02-11 9:17:20,user_5,unit_12,LEARNING_SET,5
2022-03-11 23:22:42,user_22,unit_187,LEARNING_SET,5
2022-02-22 20:27:28,user_16,unit_130,LEARNING_SET,5
2022-03-09 16:24:09,user_22,unit_173,LEARNING_SET,5
2022-03-21 18:53:10,user_18,unit_173,LEARNING_SET,5
2022-03-09 19:58:13,user_22,unit_183,LEARNING_SET,5
2022-03-22 18:25:48,user_18,unit_183,LEARNING_SET,5
2022-02-02 23:18:45,user_22,unit_174,LEARNING_SET,5
2022-01-22 23:06:12,user_22,unit_43,LEARNING_SET,5
2022-02-19 18:52:19,user_11,unit_43,LEARNING_SET,5
2022-03-19 10:36:25,user_44,unit_497,LEARNING_SET,5
2022-03-26 20:02:03,user_18,unit_497,LEARNING_SET,5
2022-03-29 18:53:06,user_18,unit_192,LEARNING_SET,5
2022-04-01 19:58:30,user_18,unit_192,LEARNING_SET,5
2022-03-11 22:23:53,user_22,unit_192,LEARNING_SET,5
2022-03-23 18:42:33,user_18,unit_186,LEARNING_SET,5
2022-03-10 23:20:07,user_22,unit_186,LEARNING_SET,5
2022-08-10 7:35:56,user_49,unit_208,LEARNING_SET,5
2022-02-12 2:29:44,user_4,unit_447,LEARNING_SET,5
2022-03-16 19:57:08,user_18,unit_166,LEARNING_SET,5
2022-03-08 0:20:27,user_22,unit_166,LEARNING_SET,5
2022-03-07 23:54:50,user_22,unit_166,LEARNING_SET,5
2022-02-14 13:47:32,user_11,unit_506,LEARNING_SET,5
2022-03-03 19:08:01,user_11,unit_13,LEARNING_SET,5
2022-02-03 23:04:53,user_22,unit_13,LEARNING_SET,5
2022-02-26 14:21:54,user_18,unit_13,LEARNING_SET,5
2022-02-13 10:24:56,user_11,unit_429,LEARNING_SET,5
2022-02-24 21:07:40,user_11,unit_5,LEARNING_SET,5
2022-02-25 20:42:52,user_44,unit_5,LEARNING_SET,5
2022-02-20 19:39:39,user_19,unit_5,LEARNING_SET,5
2022-01-29 0:25:51,user_22,unit_5,LEARNING_SET,5
2022-02-23 20:40:46,user_16,unit_133,LEARNING_SET,5
2022-02-10 6:38:24,user_4,unit_448,LEARNING_SET,5
2022-02-14 15:13:05,user_11,unit_276,LEARNING_SET,5
2022-02-13 8:56:33,user_23,unit_276,LEARNING_SET,5
2022-02-15 21:02:32,user_7,unit_276,LEARNING_SET,5
2022-02-14 21:54:11,user_31,unit_276,LEARNING_SET,5
2022-02-10 6:38:24,user_4,unit_448,LEARNING_SET,5
2022-03-09 0:22:40,user_22,unit_167,LEARNING_SET,5
2022-02-26 20:48:01,user_11,unit_65,LEARNING_SET,5
2022-03-07 11:17:21,user_16,unit_353,LEARNING_SET,5
2022-03-10 21:12:06,user_11,unit_35,LEARNING_SET,5
2022-02-28 14:51:11,user_22,unit_35,LEARNING_SET,5
2022-03-19 11:20:22,user_44,unit_35,LEARNING_SET,5
2022-03-04 2:45:04,user_22,unit_181,LEARNING_SET,5
2022-03-26 10:55:54,user_44,unit_181,LEARNING_SET,5
2022-01-14 1:59:34,user_16,unit_28,LEARNING_SET,5
2022-01-17 22:18:38,user_22,unit_28,LEARNING_SET,5
2022-02-08 21:19:13,user_11,unit_28,LEARNING_SET,5
2022-01-22 23:46:52,user_22,unit_45,LEARNING_SET,5
2022-01-19 20:04:36,user_47,unit_45,LEARNING_SET,5
2022-02-19 19:36:41,user_11,unit_45,LEARNING_SET,5
2022-02-12 8:55:46,user_11,unit_159,LEARNING_SET,5
2022-01-31 17:44:00,user_22,unit_64,LEARNING_SET,5
2022-01-23 22:07:42,user_22,unit_47,LEARNING_SET,5
2022-02-20 20:15:47,user_11,unit_47,LEARNING_SET,5
2022-02-10 6:39:12,user_4,unit_451,LEARNING_SET,5
2022-03-06 22:16:51,user_22,unit_220,LEARNING_SET,5
2022-02-13 10:46:56,user_4,unit_452,LEARNING_SET,5
2022-02-08 6:58:38,user_4,unit_453,LEARNING_SET,5
2022-01-27 15:03:43,user_47,unit_50,LEARNING_SET,5
2022-02-28 16:50:44,user_22,unit_74,LEARNING_SET,5
2022-01-14 22:22:56,user_22,unit_19,LEARNING_SET,5
2022-01-11 18:51:10,user_47,unit_19,LEARNING_SET,5
2022-02-06 20:10:42,user_11,unit_19,LEARNING_SET,5
2022-03-05 18:35:39,user_14,unit_19,LEARNING_SET,5
2022-02-05 9:57:42,user_23,unit_19,LEARNING_SET,5
2022-02-05 18:50:49,user_49,unit_19,LEARNING_SET,5
2022-03-09 21:04:31,user_14,unit_29,LEARNING_SET,5
2022-02-08 21:08:53,user_19,unit_29,LEARNING_SET,5
2022-03-17 18:50:31,user_18,unit_263,LEARNING_SET,5
2022-04-09 12:13:30,user_44,unit_263,LEARNING_SET,5
2022-03-09 22:32:26,user_22,unit_263,LEARNING_SET,5
2022-02-13 10:34:26,user_11,unit_441,LEARNING_SET,5
2022-01-19 18:53:24,user_22,unit_31,LEARNING_SET,5
2022-02-10 19:44:31,user_49,unit_31,LEARNING_SET,5
2022-02-04 23:36:46,user_4,unit_30,LEARNING_SET,5
2022-03-24 18:50:43,user_49,unit_222,LEARNING_SET,5
2022-03-03 16:06:21,user_22,unit_222,LEARNING_SET,5
2022-03-10 20:47:20,user_11,unit_222,LEARNING_SET,5
2022-03-04 23:04:54,user_18,unit_222,LEARNING_SET,5
2022-03-26 16:37:27,user_44,unit_222,LEARNING_SET,5
2022-03-11 19:29:00,user_22,unit_288,LEARNING_SET,5
2022-02-20 20:53:35,user_16,unit_288,LEARNING_SET,5
2022-03-11 20:12:39,user_18,unit_244,LEARNING_SET,5
2022-03-04 15:30:58,user_22,unit_244,LEARNING_SET,5
2022-02-26 18:56:32,user_11,unit_61,LEARNING_SET,5
2022-01-31 16:20:04,user_22,unit_61,LEARNING_SET,5
2022-02-21 14:22:32,user_18,unit_61,LEARNING_SET,5
2022-02-20 20:31:16,user_11,unit_52,LEARNING_SET,5
2022-01-23 22:50:33,user_22,unit_52,LEARNING_SET,5
2022-01-23 22:50:33,user_23,unit_20,LEARNING_SET,5
2022-01-23 22:50:33,user_24,unit_20,LEARNING_SET,5
2022-01-23 22:50:33,user_25,unit_20,LEARNING_SET,5
2022-01-23 22:50:33,user_26,unit_20,LEARNING_SET,5
2022-01-23 22:50:33,user_27,unit_20,LEARNING_SET,5
2022-02-21 14:22:32,user_23,unit_21,LEARNING_SET,5
2022-02-21 14:22:32,user_24,unit_21,LEARNING_SET,5
2022-02-21 14:22:32,user_25,unit_21,LEARNING_SET,5
2022-02-21 14:22:32,user_26,unit_21,LEARNING_SET,5
2022-02-21 14:22:32,user_27,unit_21,LEARNING_SET,5
